Resource Name,Contact Phone,Website Address,Location (if applicable),NOTES
"Hyatt Place  
Phoenix/Gilbert","480-899-5900 
fax: 480-899- 5901",www.hyattplacegilbert.com,"3275 S Market Street,  Gilbert, AZ 85297",Near ValVista & Loop 202 
Double Tree by Hilton,"480-809-4100 
fax: 480-214- 5650",,"1800 S San Tan Village  Pkwy, Gilbert, AZ 85295",
,,,,
FURNITURE,,,,
GENERAL RESOURCES,,,,
Diocesan Council for the  Society of St. Vincent De  Paul,602-266-4673,Locations: https://www.stvincentdepaul.net/contact,,"Community information referral: 602-263-8856 
Call 2-1-1 for food boxes, furniture, clothing, utility bills or rent."
,,,,
SHOWERS,,,,
PHOENIX,,,,
Phoenix Rescue Mission,602-233-3000,,1801 S 35th Ave,Sunday- Friday. Women 12:30 PM- 1:00 PM.  Men 1:00 PM- 9:00 PM
TEMPE,,,,
Tempe United  Methodist Church,480-967-3376,,"215 E University, Tempe,  AZ 85281",Monday- Friday. 6:00 AM- 11:00 AM
Crosspoint Tempe Church,,,"1001 E Southern Avenue,  Tempe, AZ 85282",1st Saturday of the month 7:00 AM to Noon
MESA,,,,
Paz de Cristo,480-464-2370,,"424 W Broadway, Mesa,  AZ",Wednesdays from 10:00 AM to 2:00 PM
,,,,
CLOTHING,,,,
GENERAL RESOURCES,,,,
Eastside Baptist Church,602-956-0330,,,
First Southern Baptist  Church,602-242-6104,,3100 W Camelback,Service available on Wednesdays from 9:00  AM until 11:00 AM. You must have photo ID  to use this service
7th Day Adventist Community Center,602-258-9951,,1320 N 15thSt.,"9:30 am- 11:30 am and 5:30 pm- 7:00 pm, 2nd and 4th Thursday"
Agua Fria Food and Clothing Bank,623-932-9135,,405 E Harrison Dr.,"12:00 PM, Monday- Friday. Shower facilities."
Andre House of Arizona,602-252-9023,,213 S. 11th Ave,"10:00 AM- 12:00 PM, Monday, Wednesday,  Thursday 1:00 PM- 3:00 PM, Saturday"
Casa De Amor,480-464-2877,,819 S MacDonald,"Call ahead, clothing and food. 9:00 AM- 12:00  PM, Monday- Wednesday. Must provide ID  and proof of address."
Clothes Cabin,480-285-4111,,"1100 N Alma School Rd.,  Suite 9","May request clothing once every three  months. Must bring photo ID. 9:00 AM- 3:00  PM, Tuesday & Wednesday 6:00 PM- 8:00 PM, Thursday"
East Mesa Food Bank Ministry of the East Mesa Baptist Church,480-986-9827,,752 S Ellsworth Rd,Clothing and food. Must call ahead. Dates  and times vary.
Eastside Baptist Church,602-956-0330,,,
FIBCO: Family Services  Inc,602-258-1998,,1141 E Jefferson St.,"Clothing and lunch. 10:30 AM- 1:30 PM,  Tuesday, Wednesday, & Friday"
First Southern Baptist  Church,602-242-6104,,3100 W Camelback Rd,"Must have photo ID. 9:00AM- 11:00 AM,  Wednesday"
First Way of Maricopa  County,602-261-7522,,3501 N 16th St.,"Maternity and baby clothes 0-24 months.  9:00AM- 5:00 PM, Monday- Saturday. Can  utilize up to 3x while pregnant."
Interfaith Cooperative  Ministries,602-254-7450,,501 S 9th Ave,"Clothing and food, 9:00AM- 11:00 AM,  Monday- Saturday. Must bring photo ID and  proof of address."
Neighborhood Ministries,"602-252-5225 
630-561-3009",,1918 W Van Buren St.,"9:30 AM- 11:00 AM, Friday"
Vineyard Church Clothing Bank/Food,623-934-4000,,6250 W Peoria Ave,"First come, first serve. Must provide ID and  proof of address.  
7:00 PM, Monday, Tuesday, Thursday 9:00 AM, Wednesday, Saturday, Sunday"
Paz de Cristo Community Center,480-464-2370,,"424 W Broadway, Mesa,  AZ","Outreach program for homeless- clothes,  food, job programs. Evening meal served  daily 5:30 PM- 6:45 PM. Nurses available on  Wednesdays 4:30 PM- 6:00 PM"
Phoenix Rescue Mission,602-233-3000,,1801 S 35th Ave,"Showers are available Monday through  Friday with women being served from 1- 2:00  pm, & men being served from 4:00- 6 pm"
Phoenix Neighbors  Helping Neighbors,480-712-5526,,"2055 N 30th Ave., Unit  #26","Household items, may include clothes, email  ahead for hours. Saturday usually 9:00 AM 12:00 PM, $5 entrance fee"
Tempe United Methodist Church,480-967-3376,,215 E University Drive,"6:00 AM- 10:00 AM, Monday- Friday Corner of Forest and University- Just east of  Mill (Shower Ministry-service includes a  shower and meal)."
,,,,
TRANSPORTATION,,,,
TRANSPORTATION ASSISTANCE,,,,
Restoration Rides,480-600-0358,,"1955 S Dobson Rd. Ste  113, Mesa, AZ 85202",Will help repair cars. Car must be insured
Discount Cab,602-200-2000,www.discountcab.com,,
7- Eleven,602-275-6708,,2401 E McDowell Rd,Provides discounted bus tickets at various  locations (Sometimes sells out)
Dial-A-Ride,602-253-5000,http://www.valleymetro.org/dial_a_ride,,Costs between $2-$8 depending on service  area. Contact for specific location
Labor’s Community Service Agency- SHIFT,602-263-5741,,"3117 N 16th Street., St  #100","Offers Eligible families reliable, affordable car  ownership, covers the cost of regular  maintenance and most repairs for the first 24  months or 24,000 miles. Family must be able  to afford $300/month. Call for more info,  eligibility requirements, and application"
SVdP Transit Aid Center,602-2261-6852,,420 W Watkins Phoenix,"First come first served-Service hours varies  by time of year (i.e. summer hours, spring)"
City of Phoenix Transit Valley Metro,602-253-5000,,,Customer svc rep assist with trip planning
Arizona Women’s Educ ation and Employment  (AWEE),602-601-7200,,326 E Coronado rd Ste  105,Only provides transportation resources to  women who are involved in the job training  program
,928-778-3010,,"805 Whipple St., Suite C",
St. Joseph the Worker,602-417-9854,,"1125 W Jackson St., Phoenix, AZ 85007",Provides bus pass to obtain or maintain  employment for those in their jobs program  only
,623-237-7856,,"6850 W Indian School Rd., Phoenix, AZ 85033",
Goodwill Job Centers,602-279-5870,www.goodwillaz.org,4005 N 16th St.,
Greyhound,602-389-4200,www.greyhound.com,2115 E Buckeye ,"Lowest fares online, can book tickets with rep  on phone or in person."
AHCCCS TRANSPORTATION,,,,
Care First,602-778-1800,,,
DCS/CMDP (Comprehensive medical  and dental program),602-351-2245,,,
Maricopa Health Plan,800-582-8686,,,
University Family Care,800-582-8686,,,
Health Choice,480-968-6866,,,
Mercy Maricopa,800-564-5465,,,
CRS Fully Integrated/Partial Acute  (Children’s Rehab Services),800-348-4058,,,
United Healthcare AHCCCS,800-348-4058,,,
Phoenix Health Plan,602-824-3700,,,
Health Net Access,888-788-4408,,,
Mercy Care Plan,602-263-3000,,,
United Health Care LTC,1-888-700-6822,,,
LTC DD DES,602-542-6857,,,
Bridgeway Health LTC,877-986-7420,,,
Mercy Care LTC,602-263-3000,,,
NATIVE AMERICAN TRANSPORTATION,,,,
HIS/ Gila River Transportation,602-528-1384,,,
Time on Transport (another IHS option),480-232-8025,,,
San Carlos,928-475-6041,,,
Tohono O’dam,520-383-6050,,,
Sells/Santa Rosa,520-383-3590,,,
White River,928-338-1808,,,
Pascua Yaqui,480-820-1118,,,
PIMC,602-263-1503,,,
Navajo,"928-613-6314 
800-531-4415",,,
Z Best,"520-494-7631  
Fax: 480-656-4465",,,
ANN (After hours transport),866-210-0065,,,
Arizona Med Transport  (IHS after hours),602-614-1042,,,
AMBULANCE AND MEDICAL TRANSPORT,,,,
Phoenix Ei Transportation,602-230-1414,https://www.phoenixei.com/,"2730 W Agua Fria Fwy #205, Phoenix, AZ 85027",
,,,,
PET RESOURCES,,,,
Lost Our Home Pet Foundation,602-445-7387,Lostourhome.org,,Provides temporary foster care up to 90 days
LOCAL SHELTERS,,,,
Arizona Animal Welfare  League,602-273-6852,Aawl.org,,
Animal Care and Control,602-506-7387,Maricopa.gov/pet,,
HALO,602-971-9222,Halorescue.org,,
Sun Valley Animal Shelter,623-872-7941,Sunvalleypets.org,,
DOGS ONLY RESCUE GROUPS,,,,
Coalition of All Breed  Rescue of Arizona (CABRA),480-874-2511,Cabra.org,,
Lucky Dog,480-704-4628,Luckydogrescue.org,,
Scottsdale Strays,480-202-4800,,,
Valley Dogs,480-898-3647,,,
RESCUE GROUPS- Accepts both dogs and cats,,,,
PetFinder,,Petfinder.com,,
Furever Friends Rescue,602-750-2283,www.fureverfriendsrescue.org,,
F.A.I.R. Foundation for  Animals in Risk,520-904-3750,Faircares.org,,
F.A.R. Foothills Animal  Rescue,480-488-9890,Foothillsanimals.org,,
Four Peaks,480-471-3520,Fourpeaksanimalrescue.org,,
PACC 911,,Pacc911.org/coalition-partner-list ,,
AFFORDABLE VETERINARY SERVICES,,,,
AHS Margaret McAllister  Brock Veterinary Clinic,602-997-7585 Ext 4000,,,Low-cost
Spay/Neuter and Wellness,602-997-7585 Ext 4001,,,
Veterinarians That Take  Payment Plans,,Arizonapetvet.com,,
LOW-COST SPAY/NEUTER,,,,
Maricopa County Spay/Neuter Assistance  Program,602-506-7387,,,
AHS’ Margaret McAllister Brock Veterinary Clinic,602-997-7585 Ext 4000,,,
,,,,
Student Run Clinic/Reserach Opportunities ,,,,
Student Health Outreach for Wellness (SHOW),,www.showaz.org,"550 North 3rd Street Phoenix, AZ (Health North, 201D)","showazgeneral@gmail.com
vulnerable populations; health promotion, care coordination/hotspotting, projects based; research opportunities; service learning courses offered at ASU"
Refugee Education and Clinic Team (REACT),,www.reactaz.org,ASU West Campus,"reactarizona@gmail.com
refugee population focus"
HUG Clinic,(602) 286-8511,https://www.gatewaycc.edu/contact-info/hug-clinic,"555 18th Street, Phoenix
(Gateway Community College Campus)","hug@gatewaycc.edu
Opportunity for student driven clinic and research "
Athletics Affinity Network,,,Sun Devil Fitness Center,Physiological performance testing; can conduct testing remotely
Exercise Clinic for People with Parkinson's Disease,,,Sun Devil Fitness Center,Exercise sessions for people with PD; NAU PT students help run program
Adaptive Exercise Program,,,Sun Devil Fitness Center,Open to anyone with a disability; ASU students enrolled in CHS 494 serve as student trainers
